	Glycine_max.Glycine_max_v2.0.pep.all.fa	Lj3.0_pep.fa	Lupinus_angustifolius.LupAngTanjil_v1.0.pep.all.fa	Medicago_truncatula.MedtrA17_4.0.pep.all.fa	Phaseolus_vulgaris.PhaVulg1_0.pep.all.fa
OG0028980	KRH19125				
OG0028981	KRH22365				
OG0028982	KRH23432				
OG0028983	KRH23434				
OG0028984	KRH23435				
OG0028985	KRH23433				
OG0028986	KRH21290				
OG0028987	KRH21292				
OG0028988	KRH21291				
OG0028989	KRH19480				
OG0028990	KRH18174				
OG0028991	KRH18172				
OG0028992	KRH18175				
OG0028993	KRH18173				
OG0028994	KRH18420				
OG0028995	KRH18419				
OG0028996	KRH20934				
OG0028997	KRH18681				
OG0028998	KRH20735				
OG0028999	KRH23714				
OG0029000	KRH17586				
OG0029001	KRH17585				
OG0029002	KRH17581				
OG0029003	KRH17584				
OG0029004	KRH17588				
OG0029005	KRH17587				
OG0029006	KRH17579				
OG0029007	KRH17578				
OG0029008	KRH17580				
OG0029009	KRH19740				
OG0029010	KRH18220				
OG0029011	KRH17706				
OG0029012	KRH18050				
OG0029013	KRH21731				
OG0029014	KRH22236				
OG0029015	KRH22237				
OG0029016	KRH21438				
OG0029017	KRH20106				
OG0029018	KRH20103				
OG0029019	KRH20104				
OG0029020	KRH20101				
OG0029021	KRH22580				
OG0029022	KRH22581				
OG0029023	KRH22582				
OG0029024	KRH23188				
OG0029025	KRH19027				
OG0029026	KRH19029				
OG0029027	KRH20794				
OG0029028	KRH20474				
OG0029029	KRH21465				
OG0029030	KRH21468				
OG0029031	KRH21470				
OG0029032	KRH21469				
OG0029033	KRH21467				
OG0029034	KRH21466				
OG0029035	KRH21464				
OG0029036	KRH21610				
OG0029037	KRH23097				
OG0029038	KRH19349				
OG0029039	KRH19347				
OG0029040	KRH19348				
OG0029041	KRH23101				
OG0029042	KRH19484				
OG0029043	KRH19483				
OG0029044	KRH19482				
OG0029045	KRH22490				
OG0029046	KRH22489				
OG0029047	KRH22318				
OG0029048	KRH22540				
OG0029049	KRH18265				
OG0029050	KRH22277				
OG0029051	KRH22282				
OG0029052	KRH22281				
OG0029053	KRH20675				
OG0029054	KRH20645				
OG0029055	KRH18698				
OG0029056	KRH19653				
OG0029057	KRH19652				
OG0029058	KRH17957				
OG0029059	KRH17956				
OG0029060	KRH17958				
OG0029061	KRH19780				
OG0029062	KRH18993				
OG0029063	KRH18997				
OG0029064	KRH18992				
OG0029065	KRH23548				
OG0029066	KRH17703				
OG0029067	KRH18443				
OG0029068	KRH22058				
OG0029069	KRH23251				
OG0029070	KRH23250				
OG0029071	KRH23252				
OG0029072	KRH23249				
OG0029073	KRH19909				
OG0029074	KRH17595				
OG0029075	KRH17594				
OG0029076	KRH17596				
OG0029077	KRH21804				
OG0029078	KRH21805				
OG0029079	KRH21806				
OG0029080	KRH21802				
OG0029081	KRH21803				
OG0029082	KRH21420				
OG0029083	KRH21419				
OG0029084	KRH21421				
OG0029085	KRH17962				
OG0029086	KRH17963				
OG0029087	KRH18148				
OG0029088	KRH18149				
OG0029089	KRH22199				
OG0029090	KRH22701				
OG0029091	KRH23033				
OG0029092	KRH21617				
OG0029093	KRH21613				
OG0029094	KRH21615				
OG0029095	KRH21612				
OG0029096	KRH21614				
OG0029097	KRH21603				
OG0029098	KRH23172				
OG0029099	KRH23171				
OG0029100	KRH23170				
OG0029101	KRH23072				
OG0029102	KRH18319				
OG0029103	KRH18318				
OG0029104	KRH22727				
OG0029105	KRH22726				
OG0029106	KRH22728				
OG0029107	KRH19409				
OG0029108	KRH19410				
OG0029109	KRH23500				
OG0029110	KRH22406				
OG0029111	KRH22407				
OG0029112	KRH20535				
OG0029113	KRH21854				
OG0029114	KRH21055				
OG0029115	KRH17631				
OG0029116	KRH22416				
OG0029117	KRH22420				
OG0029118	KRH22422				
OG0029119	KRH22418				
OG0029120	KRH22421				
OG0029121	KRH22419				
OG0029122	KRH22417				
OG0029123	KRH21577				
OG0029124	KRH21578				
OG0029125	KRH21579				
OG0029126	KRH17991				
OG0029127	KRH23220				
OG0029128	KRH23222				
OG0029129	KRH23221				
OG0029130	KRH19072				
OG0029131	KRH22992				
OG0029132	KRH20853				
OG0029133	KRH20852				
OG0029134	KRH21975				
OG0029135	KRH21974				
OG0029136	KRH21978				
OG0029137	KRH21977				
OG0029138	KRH21976				
OG0029139	KRH22683				
OG0029140	KRH21510				
OG0029141	KRH22922				
OG0029142	KRH19191				
OG0029143	KRH19190				
OG0029144	KRH19189				
OG0029145	KRH19187				
OG0029146	KRH19188				
OG0029147	KRH19105				
OG0029148	KRH23169				
OG0029149	KRH21883				
OG0029150	KRH20170				
OG0029151	KRH20172				
OG0029152	KRH20169				
OG0029153	KRH20171				
OG0029154	KRH18567				
OG0029155	KRH22739				
OG0029156	KRH21072				
OG0029157	KRH22325				
OG0029158	KRH21859				
OG0029159	KRH23292				
OG0029160	KRH20329				
OG0029161	KRH23334				
OG0029162	KRH22303				
OG0029163	KRH20706				
OG0029164	KRH17695				
OG0029165	KRH21159				
OG0029166	KRH19676				
OG0029167	KRH20020				
OG0029168	KRH19182				
OG0029169	KRH20792				
OG0029170	KRH20793				
OG0029171	KRH19389				
OG0029172	KRH19388				
OG0029173	KRH23695				
OG0029174	KRH20966				
OG0029175	KRH20973				
OG0029176	KRH21174				
OG0029177	KRH21179				
OG0029178	KRH21182				
OG0029179	KRH21181				
OG0029180	KRH21178				
OG0029181	KRH21180				
OG0029182	KRH21188				
OG0029183	KRH21185				
OG0029184	KRH21169				
OG0029185	KRH21183				
OG0029186	KRH21184				
OG0029187	KRH21173				
OG0029188	KRH21175				
OG0029189	KRH21186				
OG0029190	KRH21187				
OG0029191	KRH21171				
OG0029192	KRH21176				
OG0029193	KRH21172				
OG0029194	KRH21168				
OG0029195	KRH21170				
OG0029196	KRH21177				
OG0029197	KRH21189				
OG0029198	KRH22294				
OG0029199	KRH18769				
OG0029200	KRH18770				
OG0029201	KRH17701				
OG0029202	KRH19568				
OG0029203	KRH18797				
OG0029204	KRH19060				
OG0029205	KRH19059				
OG0029206	KRH20097				
OG0029207	KRH20326				
OG0029208	KRH20444				
OG0029209	KRH20446				
OG0029210	KRH20445				
OG0029211	KRH20603				
OG0029212	KRH21366				
OG0029213	KRH22736				
OG0029214	KRH19897				
OG0029215	KRH19899				
OG0029216	KRH23439				
OG0029217	KRH23440				
OG0029218	KRH19089				
OG0029219	KRH19088				
OG0029220	KRH19090				
OG0029221	KRH19087				
OG0029222	KRH20375				
OG0029223	KRH20374				
OG0029224	KRH20939				
OG0029225	KRH22070				
OG0029226	KRH22071				
OG0029227	KRH22069				
OG0029228	KRH23000				
OG0029229	KRH22994				
OG0029230	KRH22997				
OG0029231	KRH22995				
OG0029232	KRH22998				
OG0029233	KRH22993				
OG0029234	KRH22996				
OG0029235	KRH22999				
OG0029236	KRH18454				
OG0029237	KRH23426				
OG0029238	KRH18359				
OG0029239	KRH19485				
OG0029240	KRH21163				
OG0029241	KRH21039				
OG0029242	KRH21037				
OG0029243	KRH21038				
OG0029244	KRH20015				
OG0029245	KRH19950				
OG0029246	KRH21142				
OG0029247	KRH21140				
OG0029248	KRH21141				
OG0029249	KRH20988				
OG0029250	KRH21670				
OG0029251	KRH21669				
OG0029252	KRH17932				
OG0029253	KRH20362				
OG0029254	KRH20944				
OG0029255	KRH20123				
OG0029256	KRH20528				
OG0029257	KRH21587				
OG0029258	KRH21586				
OG0029259	KRH22556				
OG0029260	KRH22557				
OG0029261	KRH18768				
OG0029262	KRH19991				
OG0029263	KRH21261				
OG0029264	KRH21260				
OG0029265	KRH21262				
OG0029266	KRH21259				
OG0029267	KRH21263				
OG0029268	KRH23706				
OG0029269	KRH23705				
OG0029270	KRH21542				
OG0029271	KRH21533				
OG0029272	KRH21547				
OG0029273	KRH21538				
OG0029274	KRH21545				
OG0029275	KRH21540				
OG0029276	KRH21531				
OG0029277	KRH21529				
OG0029278	KRH21546				
OG0029279	KRH21544				
OG0029280	KRH21532				
OG0029281	KRH21541				
OG0029282	KRH21530				
OG0029283	KRH21539				
OG0029284	KRH21543				
OG0029285	KRH21879				
OG0029286	KRH21878				
OG0029287	KRH17945				
OG0029288	KRH22887				
OG0029289	KRH22886				
OG0029290	KRH22339				
OG0029291	KRH22340				
OG0029292	KRH20750				
OG0029293	KRH20751				
OG0029294	KRH23518				
OG0029295	KRH23519				
OG0029296	KRH21980				
OG0029297	KRH18951				
OG0029298	KRH19793				
OG0029299	KRH19794				
OG0029300	KRH19795				
OG0029301	KRH20868				
OG0029302	KRH21663				
OG0029303	KRH17946				
OG0029304	KRH20361				
OG0029305	KRH20360				
OG0029306	KRH21148				
OG0029307	KRH20087				
OG0029308	KRH20086				
OG0029309	KRH20291				
OG0029310	KRH20294				
OG0029311	KRH20293				
OG0029312	KRH20292				
OG0029313	KRH20504				
OG0029314	KRH17561				
OG0029315	KRH21798				
OG0029316	KRH21799				
OG0029317	KRH20672				
OG0029318	KRH20599				
OG0029319	KRH19324				
OG0029320	KRH20005				
OG0029321	KRH20670				
OG0029322	KRH23483				
OG0029323	KRH21133				
OG0029324	KRH21130				
OG0029325	KRH21132				
OG0029326	KRH17628				
OG0029327	KRH19128				
OG0029328	KRH22000				
OG0029329	KRH21999				
OG0029330	KRH22987				
OG0029331	KRH21226				
OG0029332	KRH19053				
OG0029333	KRH22388				
OG0029334	KRH19576				
OG0029335	KRH23642				
OG0029336	KRH20481				
OG0029337	KRH21783				
OG0029338	KRH21782				
OG0029339	KRH21018				
OG0029340	KRH18657				
OG0029341	KRH18030				
OG0029342	KRH21255				
OG0029343	KRH21253				
OG0029344	KRH21252				
OG0029345	KRH21254				
OG0029346	KRH21256				
OG0029347	KRH21251				
OG0029348	KRH21331				
OG0029349	KRH21496				
OG0029350	KRH19635				
OG0029351	KRH17881				
OG0029352	KRH21333				
OG0029353	KRH22026				
OG0029354	KRH18809				
OG0029355	KRH20806				
OG0029356	KRH23465				
OG0029357	KRH23464				
OG0029358	KRH23462				
OG0029359	KRH23463				
OG0029360	KRH23461				
OG0029361	KRH22660				
OG0029362	KRH23395				
OG0029363	KRH23396				
OG0029364	KRH18186				
OG0029365	KRH22256				
OG0029366	KRH18106				
OG0029367	KRH21343				
OG0029368	KRH21342				
OG0029369	KRH22226				
OG0029370	KRH17781				
OG0029371	KRH18955				
OG0029372	KRH20053				
OG0029373	KRH20054				
OG0029374	KRH22295				
OG0029375	KRH19925				
OG0029376	KRH22712				
OG0029377	KRH20999				
OG0029378	KRH22968				
OG0029379	KRH23534				
OG0029380	KRH23535				
OG0029381	KRH19513				
OG0029382	KRH19514				
OG0029383	KRH21822				
OG0029384	KRH22760				
OG0029385	KRH19940				
OG0029386	KRH20536				
OG0029387	KRH17659				
OG0029388	KRH20527				
OG0029389	KRH20524				
OG0029390	KRH20526				
OG0029391	KRH20525				
OG0029392	KRH18981				
OG0029393	KRH22577				
OG0029394	KRH18023				
OG0029395	KRH19215				
OG0029396	KRH20893				
OG0029397	KRH20894				
OG0029398	KRH20895				
OG0029399	KRH18860				
OG0029400	KRH23224				
OG0029401	KRH19277				
OG0029402	KRH22636				
OG0029403	KRH19403				
OG0029404	KRH19404				
OG0029405	KRH18126				
OG0029406	KRH20396				
OG0029407	KRH22222				
OG0029408	KRH22221				
OG0029409	KRH19414				
OG0029410	KRH19415				
OG0029411	KRH19448				
OG0029412	KRH19449				
OG0029413	KRH19269				
OG0029414	KRH18270				
OG0029415	KRH18059				
OG0029416	KRH18839				
OG0029417	KRH17926				
OG0029418	KRH17922				
OG0029419	KRH20206				
OG0029420	KRH20207				
OG0029421	KRH20883				
OG0029422	KRH18329				
OG0029423	KRH23054				
OG0029424	KRH18913				
OG0029425	KRH23572				
OG0029426	KRH19307				
OG0029427	KRH19308				
OG0029428	KRH19309				
OG0029429	KRH21437				
OG0029430	KRH21436				
OG0029431	KRH21435				
OG0029432	KRH21434				
OG0029433	KRH18181				
OG0029434	KRH20035				
OG0029435	KRH23520				
OG0029436	KRH22909				
OG0029437	KRH22908				
OG0029438	KRH22907				
OG0029439	KRH17993				
OG0029440	KRH23708				
OG0029441	KRH23707				
OG0029442	KRH18063				
OG0029443	KRH18064				
OG0029444	KRH18066				
OG0029445	KRH18067				
OG0029446	KRH18068				
OG0029447	KRH18069				
OG0029448	KRH18065				
OG0029449	KRH19332				
OG0029450	KRH17884				
OG0029451	KRH19634				
OG0029452	KRH20476				
OG0029453	KRH22857				
OG0029454	KRH22158				
OG0029455	KRH18237				
OG0029456	KRH17784				
OG0029457	KRH23517				
OG0029458	KRH23515				
OG0029459	KRH23516				
OG0029460	KRH21034				
OG0029461	KRH21033				
OG0029462	KRH21751				
OG0029463	KRH22828				
OG0029464	KRH17878				
OG0029465	KRH23068				
OG0029466	KRH19249				
OG0029467	KRH19251				
OG0029468	KRH23443				
OG0029469	KRH22963				
OG0029470	KRH19057				
OG0029471	KRH19502				
OG0029472	KRH22737				
OG0029473	KRH19528				
OG0029474	KRH20384				
OG0029475	KRH20383				
OG0029476	KRH21865				
OG0029477	KRH21866				
OG0029478	KRH20623				
OG0029479	KRH18735				
OG0029480	KRH18239				
OG0029481	KRH23456				
OG0029482	KRH22498				
OG0029483	KRH19507				
OG0029484	KRH19510				
OG0029485	KRH19509				
OG0029486	KRH22174				
OG0029487	KRH19201				
OG0029488	KRH18807				
OG0029489	KRH18806				
OG0029490	KRH18808				
OG0029491	KRH22740				
OG0029492	KRH18039				
OG0029493	KRH22599				
OG0029494	KRH21158				
OG0029495	KRH20164				
OG0029496	KRH22576				
OG0029497	KRH21363				
OG0029498	KRH19132				
OG0029499	KRH19134				
OG0029500	KRH19133				
OG0029501	KRH20515				
OG0029502	KRH19015				
OG0029503	KRH19017				
OG0029504	KRH19016				
OG0029505	KRH19018				
OG0029506	KRH18670				
OG0029507	KRH18668				
OG0029508	KRH18669				
OG0029509	KRH22215				
OG0029510	KRH20836				
OG0029511	KRH22916				
OG0029512	KRH20239				
OG0029513	KRH23442				
OG0029514	KRH19342				
OG0029515	KRH22506				
OG0029516	KRH18164				
OG0029517	KRH18160				
OG0029518	KRH18162				
OG0029519	KRH18161				
OG0029520	KRH18163				
OG0029521	KRH22006				
OG0029522	KRH22008				
OG0029523	KRH22009				
OG0029524	KRH22010				
OG0029525	KRH17920				
OG0029526	KRH18650				
OG0029527	KRH20682				
OG0029528	KRH18665				
OG0029529	KRH22568				
OG0029530	KRH19390				
OG0029531	KRH21296				
OG0029532	KRH21295				
OG0029533	KRH18814				
OG0029534	KRH20347				
OG0029535	KRH22902				
OG0029536	KRH19391				
OG0029537	KRH22478				
OG0029538	KRH23403				
OG0029539	KRH23402				
OG0029540	KRH18121				
OG0029541	KRH20487				
OG0029542	KRH22844				
OG0029543	KRH22846				
OG0029544	KRH22845				
OG0029545	KRH22847				
OG0029546	KRH20439				
OG0029547	KRH20438				
OG0029548	KRH18901				
OG0029549	KRH18902				
OG0029550	KRH20549				
OG0029551	KRH20550				
OG0029552	KRH19814				
OG0029553	KRH22560				
OG0029554	KRH22558				
OG0029555	KRH22559				
OG0029556	KRH18539				
OG0029557	KRH18538				
OG0029558	KRH22234				
OG0029559	KRH20839				
OG0029560	KRH23092				
OG0029561	KRH23093				
OG0029562	KRH20173				
OG0029563	KRH19427				
OG0029564	KRH22970				
OG0029565	KRH22969				
OG0029566	KRH17673				
OG0029567	KRH20477				
OG0029568	KRH20646				
OG0029569	KRH19781				
OG0029570	KRH19782				
OG0029571	KRH21314				
OG0029572	KRH18603				
OG0029573	KRH22030				
OG0029574	KRH18564				
OG0029575	KRH20888				
OG0029576	KRH20887				
OG0029577	KRH20886				
OG0029578	KRH17627				
OG0029579	KRH19025				
OG0029580	KRH20533				
OG0029581	KRH23428				
OG0029582	KRH17876				
OG0029583	KRH17618				
OG0029584	KRH18878				
OG0029585	KRH18876				
OG0029586	KRH23397				
OG0029587	KRH17554				
OG0029588	KRH20297				
OG0029589	KRH20298				
OG0029590	KRH21827				
OG0029591	KRH23179				
OG0029592	KRH23178				
OG0029593	KRH23590				
OG0029594	KRH23591				
OG0029595	KRH18827				
OG0029596	KRH18826				
OG0029597	KRH23445				
OG0029598	KRH23444				
OG0029599	KRH22329				
OG0029600	KRH22328				
OG0029601	KRH22330				
OG0029602	KRH19877				
OG0029603	KRH19876				
OG0029604	KRH23700				
OG0029605	KRH21046				
OG0029606	KRH18094				
OG0029607	KRH20189				
OG0029608	KRH18532				
OG0029609	KRH21032				
OG0029610	KRH19116				
OG0029611	KRH20440				
OG0029612	KRH20479				
OG0029613	KRH19209				
OG0029614	KRH20803				
OG0029615	KRH22914				
OG0029616	KRH21335				
OG0029617	KRH23333				
OG0029618	KRH23332				
OG0029619	KRH19219				
OG0029620	KRH18096				
OG0029621	KRH23134				
OG0029622	KRH23135				
OG0029623	KRH17667				
OG0029624	KRH23273				
OG0029625	KRH23272				
OG0029626	KRH23274				
OG0029627	KRH18053				
OG0029628	KRH17719				
OG0029629	KRH17721				
OG0029630	KRH17718				
OG0029631	KRH17720				
OG0029632	KRH19386				
OG0029633	KRH17931				
OG0029634	KRH18168				
OG0029635	KRH19880				
OG0029636	KRH19879				
OG0029637	KRH17555				
OG0029638	KRH19051				
OG0029639	KRH17730				
OG0029640	KRH20914				
OG0029641	KRH20595				
OG0029642	KRH18710				
OG0029643	KRH23130				
OG0029644	KRH19608				
OG0029645	KRH19609				
OG0029646	KRH19607				
OG0029647	KRH19442				
OG0029648	KRH19443				
OG0029649	KRH20778				
OG0029650	KRH20795				
OG0029651	KRH21618				
OG0029652	KRH20075				
OG0029653	KRH20978				
OG0029654	KRH20977				
OG0029655	KRH21555				
OG0029656	KRH21557				
OG0029657	KRH21556				
OG0029658	KRH18440				
OG0029659	KRH18439				
OG0029660	KRH23652				
OG0029661	KRH20951				
OG0029662	KRH22288				
OG0029663	KRH23216				
OG0029664	KRH20003				
OG0029665	KRH20004				
OG0029666	KRH20002				
OG0029667	KRH20720				
OG0029668	KRH21685				
OG0029669	KRH20229				
OG0029670	KRH21569				
OG0029671	KRH17753				
OG0029672	KRH20323				
OG0029673	KRH19647				
OG0029674	KRH19646				
OG0029675	KRH19648				
OG0029676	KRH21293				
OG0029677	KRH23335				
OG0029678	KRH19412				
OG0029679	KRH21247				
OG0029680	KRH22361				
OG0029681	KRH22738				
OG0029682	KRH22691				
OG0029683	KRH22692				
OG0029684	KRH17615				
OG0029685	KRH17616				
OG0029686	KRH23183				
OG0029687	KRH23182				
OG0029688	KRH18362				
OG0029689	KRH20134				
OG0029690	KRH21893				
OG0029691	KRH21624				
OG0029692	KRH23050				
OG0029693	KRH23049				
OG0029694	KRH23391				
OG0029695	KRH20335				
OG0029696	KRH21082				
OG0029697	KRH19761				
OG0029698	KRH17654				
OG0029699	KRH18208				
OG0029700	KRH19901				
OG0029701	KRH20507				
OG0029702	KRH20494				
OG0029703	KRH20692				
OG0029704	KRH22988				
OG0029705	KRH21430				
OG0029706	KRH23488				
OG0029707	KRH21492				
OG0029708	KRH19755				
OG0029709	KRH22285				
OG0029710	KRH21229				
OG0029711	KRH23487				
OG0029712	KRH21909				
OG0029713	KRH21911				
OG0029714	KRH20915				
OG0029715	KRH18153				
OG0029716	KRH18937				
OG0029717	KRH18351				
OG0029718	KRH18352				
OG0029719	KRH21443				
OG0029720	KRH20676				
OG0029721	KRH21062				
OG0029722	KRH21076				
OG0029723	KRH18358				
OG0029724	KRH22685				
OG0029725	KRH18708				
OG0029726	KRH17606				
OG0029727	KRH23266				
OG0029728	KRH23267				
OG0029729	KRH20082				
OG0029730	KRH21667				
OG0029731	KRH21666				
OG0029732	KRH23615				
OG0029733	KRH19632				
OG0029734	KRH21193				
OG0029735	KRH18694				
OG0029736	KRH19118				
OG0029737	KRH19117				
OG0029738	KRH18819				
OG0029739	KRH18820				
OG0029740	KRH18817				
OG0029741	KRH18818				
OG0029742	KRH20339				
OG0029743	KRH20905				
OG0029744	KRH19846				
OG0029745	KRH20399				
OG0029746	KRH18428				
OG0029747	KRH20629				
OG0029748	KRH20628				
OG0029749	KRH20782				
OG0029750	KRH19534				
OG0029751	KRH19533				
OG0029752	KRH19532				
OG0029753	KRH19535				
OG0029754	KRH19531				
OG0029755	KRH20553				
OG0029756	KRH20747				
OG0029757	KRH20872				
OG0029758	KRH20938				
OG0029759	KRH19857				
OG0029760	KRH19515				
OG0029761	KRH18332				
OG0029762	KRH22243				
OG0029763	KRH21548				
OG0029764	KRH21549				
OG0029765	KRH19872				
OG0029766	KRH19871				
OG0029767	KRH19873				
OG0029768	KRH20419				
OG0029769	KRH20420				
OG0029770	KRH20992				
OG0029771	KRH20995				
OG0029772	KRH20993				
OG0029773	KRH20994				
OG0029774	KRH18034				
OG0029775	KRH18035				
OG0029776	KRH18028				
OG0029777	KRH19026				
OG0029778	KRH23320				
OG0029779	KRH18048				
OG0029780	KRH19858				
OG0029781	KRH19719				
OG0029782	KRH22209				
OG0029783	KRH22207				
OG0029784	KRH22208				
OG0029785	KRH22507				
OG0029786	KRH21499				
OG0029787	KRH23702				
OG0029788	KRH17948				
